"origin_date","location","target","horizon","target_end_date","output_type","output_type_id","value"
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.25,3.37837837837838
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.3,4.05405405405405
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.35,4.72972972972973
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.4,5.40540540540541
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.45,6.08108108108108
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.5,6.75675675675676
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.55,7.43243243243243
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.6,8.10810810810811
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.65,8.78378378378379
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.7,9.45945945945946
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.75,10.1351351351351
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.8,10.8108108108108
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.85,11.4864864864865
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.9,12.1621621621622
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.95,12.8378378378378
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.975,42.7631578947362
2016-03-05,"HHS Region 6","ili perc",4,2016-04-02,"quantile",0.99,77.1052631578942
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.01,0.5
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.025,0.5
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.05,0.675675675675676
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.1,1.35135135135135
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.15,2.02702702702703
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.2,2.7027027027027
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.25,3.37837837837838
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.3,4.05405405405405
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.35,4.72972972972973
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.4,5.40540540540541
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.45,6.08108108108108
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.5,6.75675675675676
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.55,7.43243243243243
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.6,8.10810810810811
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.65,8.78378378378379
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.7,9.45945945945946
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.75,10.1351351351351
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.8,10.8108108108108
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.85,11.4864864864865
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.9,12.1621621621622
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.95,12.8378378378378
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.975,42.7631578947362
2016-03-05,"HHS Region 7","ili perc",4,2016-04-02,"quantile",0.99,77.1052631578942
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.01,0.5
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.025,0.5
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.05,0.675675675675676
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.1,1.35135135135135
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.15,2.02702702702703
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.2,2.7027027027027
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.25,3.37837837837838
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.3,4.05405405405405
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.35,4.72972972972973
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.4,5.40540540540541
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.45,6.08108108108108
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.5,6.75675675675676
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.55,7.43243243243243
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.6,8.10810810810811
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.65,8.78378378378379
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.7,9.45945945945946
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.75,10.1351351351351
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.8,10.8108108108108
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.85,11.4864864864865
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.9,12.1621621621622
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.95,12.8378378378378
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.975,42.7631578947362
2016-03-05,"HHS Region 8","ili perc",4,2016-04-02,"quantile",0.99,77.1052631578942
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.01,0.5
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.025,0.5
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.05,0.675675675675676
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.1,1.35135135135135
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.15,2.02702702702703
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.2,2.7027027027027
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.25,3.37837837837838
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.3,4.05405405405405
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.35,4.72972972972973
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.4,5.40540540540541
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.45,6.08108108108108
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.5,6.75675675675676
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.55,7.43243243243243
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.6,8.10810810810811
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.65,8.78378378378379
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.7,9.45945945945946
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.75,10.1351351351351
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.8,10.8108108108108
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.85,11.4864864864865
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.9,12.1621621621622
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.95,12.8378378378378
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.975,42.7631578947362
2016-03-05,"HHS Region 9","ili perc",4,2016-04-02,"quantile",0.99,77.1052631578942
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.01,2.44174571076522
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.025,2.58613060082182
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.05,2.73777247569635
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.1,3.02922646558214
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.15,3.24512337226315
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.2,3.46102027894415
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.25,4.21448660926767
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.3,4.48265329333858
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.35,4.99641453892276
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.4,5.09732204943478
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.45,5.1953060301449
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.5,5.29329001085503
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.55,5.39127399156515
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.6,5.48925797227528
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.65,5.58657598388331
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.7,5.68381199528028
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.75,5.78104800667724
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.8,5.87828401807421
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.85,5.97552002947118
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.9,6.15128637065201
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.95,6.35347553715139
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.975,6.45457012040107
2016-03-05,"US National","ili perc",4,2016-04-02,"quantile",0.99,8.41482367578791
